,LetterBody
Coloboma of choroid (disorder),124.5
Diffuse diabetic maculopathy (disorder),114.8125
Serpiginous choroiditis (disorder),121.25
Facial nerve disorder (disorder),142.9375
Herpetic iridocyclitis (disorder),182.0
Diplopia (disorder),113.375
Cerebrovascular accident (disorder),117.4375
Stickler syndrome (disorder),144.9375
Hyperphoria (disorder),131.6875
Corneal epithelial degeneration (disorder),90.9375
Anophthalmos (disorder),89.4375
Scarred macula (disorder),100.25
Cicatricial entropion (disorder),106.375
Primary Congenital Glaucoma with infantile onset (>1-24 months) (disorder),109.5625
Acute postoperative endophthalmitis (disorder),140.375
"Degeneration of macula due to cyst, hole or pseudohole (disorder)",109.2
Orbital swelling (disorder),136.06666666666666
Secondary angle-closure glaucoma (disorder),121.6
Disorder of optic nerve (disorder),213.33333333333334
Keratoconjunctivitis due to adenovirus (disorder),97.13333333333334
Abscess (disorder),86.8
Non-high-risk proliferative diabetic retinopathy with clinically significant macular edema (disorder),127.66666666666667
Acute adenoviral follicular conjunctivitis (disorder),90.0
Peripheral retinoschisis (disorder),109.33333333333333
Moll's gland cyst (disorder),141.73333333333332
Monocular diplopia (disorder),106.53333333333333
Regular astigmatism - corneal (disorder),84.73333333333333
Corneal epithelial wound (disorder),106.6
Nevus of eyelid (disorder),101.6
Chronic lacrimal canaliculitis (disorder),106.26666666666667
Alkaline chemical burn of cornea AND/OR conjunctival sac (disorder),87.93333333333334
Retinal neovascularization (disorder),105.06666666666666
Incomitant exotropia (disorder),84.93333333333334
Ophthalmoplegic migraine (disorder),137.4
Avascular retinal pigment epithelial detachment (disorder),108.86666666666666
Conjunctival lipodermoid (disorder),102.13333333333334
Corneal haze due to herpes simplex (disorder),123.26666666666667
Entropion and trichiasis of eyelid (disorder),105.06666666666666
Autosomal dominant retinitis pigmentosa (disorder),86.0
Corneal graft rejection (disorder),146.35714285714286
Acute zonal occult outer retinopathy (disorder),186.92857142857142
Optic disc drusen - buried (disorder),96.85714285714286
Herpes zoster iridocyclitis (disorder),133.28571428571428
Interstitial keratitis (disorder),137.5
Optic disc drusen - elevated (disorder),81.28571428571429
Acute toxoplasmosis chorioretinitis (disorder),203.21428571428572
Thygeson superficial punctate keratitis (disorder),129.64285714285714
Retained nuclear material in vitreous (disorder),112.14285714285714
Foreign body in anterior chamber (disorder),112.64285714285714
Post-radiation maculopathy (disorder),176.35714285714286
Silicone oil droplets on intraocular lens (disorder),113.42857142857143
Acquired myogenic ptosis (disorder),91.92857142857143
Childhood Glaucoma Following Cataract Surgery (disorder),147.07142857142858
"Low vision, one eye (disorder)",144.71428571428572
Corneal non-healing epithelial ulcer (disorder),148.57142857142858
Traumatic optic neuropathy (disorder),90.07142857142857
Disorder of conjunctiva (disorder),134.42857142857142
Proliferative diabetic retinopathy - high risk with no macular edema (disorder),120.78571428571429
On examination - left eye background diabetic retinopathy (disorder),101.71428571428571
Plateau iris configuration (disorder),104.5
Diffuse episcleritis (disorder),128.35714285714286
Superior limbic keratoconjunctivitis (disorder),86.64285714285714
Foreign body (disorder),74.14285714285714
Macular pigment epithelial detachment (disorder),100.57142857142857
Basal cell carcinoma - primary (disorder),93.42857142857143
Acute lacrimal canaliculitis (disorder),91.92307692307692
Orbital cellulitis (disorder),99.92307692307692
Full thickness eyelid laceration (disorder),100.6923076923077
Retinoblastoma (disorder),121.6923076923077
Superficial retinal hemorrhage (disorder),145.30769230769232
Herpes simplex stromal keratitis (disorder),128.53846153846155
Retinal artery occlusion (disorder),150.84615384615384
Cilioretinal artery occlusion (disorder),152.92307692307693
Malignant melanoma of iris (disorder),199.0
Inferior rectus underaction (disorder),138.0
Bell's palsy (disorder),148.30769230769232
Arterial retinal branch occlusion (disorder),161.6153846153846
Dominant drusen (disorder),110.3076923076923
Chemical burn (disorder),104.61538461538461
Medial ectropion (disorder),98.84615384615384
Congenital anterior polar cataract (disorder),104.23076923076923
Basal cell carcinoma of lower eyelid (disorder),168.46153846153845
Aphakic corneal edema (disorder),101.46153846153847
Secondary angle-closure glaucoma - synechial (disorder),172.84615384615384
Hemispheric retinal vein occlusion with neovascularization (disorder),130.07692307692307
Leber's amaurosis (disorder),113.15384615384616
Refractive amblyopia (disorder),124.3076923076923
Tuberculous uveitis (disorder),161.30769230769232
Orbital cyst (disorder),90.15384615384616
Migraine with aura (disorder),178.69230769230768
Acute inflammation of orbit (disorder),122.3076923076923
Ocular toxoplasmosis (disorder),139.30769230769232
Lower lid ectropion with eversion (disorder),101.3076923076923
Myelinated nerve fibers of optic disc (disorder),147.23076923076923
Cystic dermoid choristoma of cornea (disorder),109.38461538461539
Epiblepharon (disorder),114.38461538461539
Scleral laceration (disorder),102.15384615384616
Suture granuloma (disorder),88.6923076923077
Atopic cataract (disorder),118.08333333333333
Proliferative diabetic retinopathy - iris neovascularization (disorder),130.16666666666666
Corneal degeneration (disorder),82.66666666666667
Oculodermal melanocytosis (disorder),142.91666666666666
Macular corneal dystrophy (disorder),114.58333333333333
Alternating esotropia with V pattern (disorder),99.0
Upper eyelid entropion (disorder),97.16666666666667
Retinal ischemia (disorder),107.0
retinal haemorrhage(s),145.91666666666666
Reactivation of toxoplasmosis chorioretinitis (disorder),190.41666666666666
"Total, mature senile cataract (disorder)",139.83333333333334
Complete luxation of lens (disorder),122.25
Retinal telangiectasia (disorder),127.16666666666667
Keratoconjunctivitis sicca (excluding Sjogren syndrome) (disorder),78.08333333333333
Ankylosing spondylarthritis and eye lesions (disorder),198.08333333333334
Preretinal hemorrhage (disorder),137.58333333333334
Endogenous endophthalmitis (disorder),151.75
Seasonal allergic rhinitis (disorder),159.25
Sessile conjunctival papilloma (disorder),99.0
Eczema (disorder),213.91666666666666
Specified optic disc anomalies (disorder),113.41666666666667
Phoria (disorder),205.58333333333334
Osteoma of choroid (disorder),164.75
Ocular albinism (disorder),145.91666666666666
Pattern dystrophy of macula (disorder),123.16666666666667
post operative complication,195.41666666666666
Traumatic hyphema (disorder),119.08333333333333
Chronic conjunctivitis (disorder),109.16666666666667
Acute macular neuroretinitis (disorder),125.58333333333333
Conjunctival scar (disorder),125.75
Optic disc structural anomaly (disorder),92.08333333333333
Chronic central serous retinopathy with diffuse retinal pigment epithelial detachment (disorder),131.25
Cone dystrophy (disorder),108.0909090909091
Childhood Glaucoma of Unknown Aetiology (disorder),175.0
Ocular myasthenia (disorder),176.0909090909091
Deposits on intraocular lens (disorder),124.0909090909091
Malignant glaucoma (disorder),150.0909090909091
Congenital ocular coloboma (disorder),107.63636363636364
Index myopia (disorder),80.0909090909091
Retinal detachment with retinal defect (disorder),108.18181818181819
Persistent pupillary membranes (disorder),143.54545454545453
Symblepharon (disorder),138.63636363636363
Luxation of lens (disorder),90.63636363636364
On examination - left eye proliferative diabetic retinopathy (disorder),111.0909090909091
Multifocal inner choroiditis (disorder),123.45454545454545
Sterile keratitis (disorder),86.0909090909091
Eyelid malposition (disorder),119.81818181818181
Chronic dacryocystitis (disorder),118.54545454545455
Sympathetic uveitis (disorder),165.0
Clouding of corneal stroma (disorder),107.63636363636364
Retinal round hole without detachment (disorder),95.63636363636364
Manifest alternating divergent squint (disorder),93.9090909090909
Lid margin cyst (disorder),84.0909090909091
Glaucoma of childhood (disorder),172.63636363636363
Rejection of corneal graft after penetrating keratoplasty (disorder),106.36363636363636
Posterior dislocation of lens (disorder),110.45454545454545
Choroidal fold (disorder),170.45454545454547
Disorder of macula of retina (disorder),114.45454545454545
Tuberculous chorioretinitis (disorder),126.9090909090909
Leaking filtering bleb (disorder),132.27272727272728
Choroidal and/or chorioretinal disorder (disorder),111.72727272727273
Hereditary retinal dystrophy (disorder),170.0909090909091
Retinopathy (disorder),189.0909090909091
Trichiasis without entropion (disorder),70.7
Herpes zoster keratitis (disorder),138.6
Acid chemical burn of cornea AND/OR conjunctival sac (disorder),161.5
Stenosis of lacrimal canaliculi (disorder),117.0
On examination - right eye background diabetic retinopathy (disorder),82.4
Proliferative diabetic retinopathy with new vessels elsewhere than on disc (disorder),147.2
Pupillary block (disorder),146.3
Disorder of nasolacrimal duct (disorder),111.8
"Duane's syndrome, type 1 (disorder)",105.3
Disorder of lens capsule (disorder),135.0
Corneal infection (disorder),103.9
Ischemic optic neuropathy (disorder),129.0
Ingrowing eyelash of lower eyelid (disorder),91.9
Epithelial ingrowth (disorder),119.3
Primary iris cyst (disorder),99.7
Squamous cell carcinoma of eyelid (disorder),140.7
Sensory deprivation esotropia (disorder),164.6
Pars planitis (disorder),153.6
Keratouveitis (disorder),213.0
On examination - right eye proliferative diabetic retinopathy (disorder),132.8
Bacterial corneal ulcer (disorder),112.2
Thiel-Behnke corneal dystrophy (disorder),129.1
Cataract associated with radiation (disorder),144.0
Arteritic ischemic optic neuropathy (disorder),125.3
Central pterygium (disorder),85.7
Cataract following rupture of capsule (disorder),149.0
On examination - Right eye rubeosis iridis (disorder),149.4
Squamous cell carcinoma of conjunctiva (disorder),204.5
Pit of optic disc (disorder),87.9
Congenital cataract and lens anomalies (disorder),148.9
Benign neoplasm of orbit (disorder),140.5
Corneal graft vascularization (disorder),94.6
Conjunctival papillary hypertrophy (disorder),134.5
Secondary optic atrophy (disorder),82.4
Proliferative diabetic retinopathy with new vessels on disc (disorder),119.5
Recurrent iridocyclitis (disorder),121.6
Simple myopia (disorder),128.1
Tension-type headache (disorder),217.9
Post-traumatic macular scar (disorder),106.2
Squamous cell carcinoma (disorder),138.0
Iridocorneal endothelial syndrome (disorder),117.4
Rosacea blepharoconjunctivitis (disorder),115.5
Districhiasis (disorder),70.55555555555556
Secondary iris cyst (disorder),125.66666666666667
Positive dysphotopsia (disorder),92.77777777777777
Rosacea keratitis (disorder),113.44444444444444
Severe nonproliferative diabetic retinopathy with clinically significant macular edema (disorder),180.11111111111111
Congenital myogenic ptosis (disorder),109.22222222222223
Radiation damage to optic nerve (disorder),207.44444444444446
Secondary esotropia (disorder),129.0
Abnormal vision as a late effect of cerebrovascular disease (disorder),107.0
Microphthalmos associated with other anomalies of eye AND/OR adnexa (disorder),140.44444444444446
Blepharophimosis syndrome (disorder),76.66666666666667
Congenital abnormality of lacrimal drainage system (disorder),89.66666666666667
X-linked retinitis pigmentosa (disorder),118.0
Drug-induced cataract (disorder),128.22222222222223
Primary acquired melanosis (disorder),157.33333333333334
Incomplete posterior synechiae (disorder),155.66666666666666
Punctate keratitis (disorder),175.33333333333334
Congenital stationary night blindness (disorder),137.66666666666666
Pedunculated conjunctival papilloma (disorder),81.33333333333333
Melanocytoma of optic nerve head (disorder),152.55555555555554
Cytomegaloviral retinitis (disorder),237.55555555555554
Internuclear ophthalmoplegia (disorder),157.33333333333334
Sturge-Weber syndrome (disorder),143.55555555555554
Exophthalmos due to thyroid eye disease (disorder),108.55555555555556
Esotropia with dissociated vertical deviation (disorder),111.66666666666667
Central opacity of cornea (disorder),94.22222222222223
Sarcoid chorioretinitis (disorder),151.44444444444446
Incipient cataract (disorder),97.0
Compressive optic neuropathy due to thyroid eye disease (disorder),93.44444444444444
Terrien's marginal degeneration of cornea (disorder),85.77777777777777
Eczematous dermatitis of eyelid (disorder),105.44444444444444
Mechanical ptosis (disorder),111.22222222222223
Disorders of prostheses and implants of the eye (disorder),83.0
On examination - cranial nerve 6 - palsy (disorder),183.66666666666666
Manifest-latent nystagmus (disorder),112.55555555555556
Vitreous syndrome following cataract surgery (disorder),152.0
Near exotropia (disorder),140.0
Primary acquired melanosis of conjunctiva with atypia (disorder),176.44444444444446
Corneal subepithelial haze (disorder),113.55555555555556
Atopic dermatitis of eyelid (disorder),121.55555555555556
Childhood Glaucoma Associated with Non-acquired Ocular Anomalies (disorder),86.55555555555556
Intermittent tropia (disorder),98.11111111111111
Primary failure of corneal graft after penetrating keratoplasty (disorder),100.55555555555556
Metastasis to eye of unknown primary (disorder),269.44444444444446
Anisometropia and aniseikonia (disorder),107.55555555555556
Phimosis of lens capsule (disorder),134.22222222222223
Intraocular non-Hodgkin malignant lymphoma (disorder),207.25
Total traumatic cataract (disorder),110.625
Prolapse of iris (disorder),116.375
Cyst (disorder),83.0
Glaucoma due to combination of mechanisms (disorder),274.125
Conjunctival deposit (disorder),83.375
Pseudoptosis (disorder),136.25
Choroiditis (disorder),108.125
Phacolytic glaucoma (disorder),121.0
Conjunctival concretion (disorder),100.625
Congenital stenosis of nasolacrimal duct (disorder),89.0
Secondary corneal edema (disorder),102.25
Complete posterior synechia (disorder),167.875
Senile entropion (disorder),106.0
Benign neoplasm of lacrimal gland (disorder),117.25
Toxic conjunctivitis due to drug (disorder),115.0
Traumatic subluxation of lens (disorder),102.625
Spastic entropion (disorder),136.75
Fracture of orbital floor (disorder),157.375
Penetrating injury of lens (disorder),179.0
Incomitant hypertropia (disorder),133.75
Bilateral superior oblique palsy (disorder),178.5
Retinal pigment epithelium atrophy (disorder),112.25
Nodular episcleritis (disorder),109.375
Capillary hemangioma (disorder),232.125
On examination - Left eye rubeosis iridis (disorder),112.25
Incomitant hypotropia (disorder),90.0
Gout (disorder),122.125
Congenital dysgenetic ptosis (disorder),92.0
Acute multifocal placoid pigment epitheliopathy (disorder),218.125
Unexplained visual loss (disorder),191.375
Acute dacryoadenitis (disorder),94.0
Peripheral nerve facial nerve paralysis (disorder),125.5
Lacrimal cyst (disorder),147.625
Disciform keratitis (disorder),136.75
Optic disc disorder (disorder),91.375
Disorder of iris (disorder),106.625
Periorbital hematoma (disorder),123.625
Complete obstruction of lacrimal punctum (disorder),82.25
Traction retinal detachment sparing macula (disorder),117.625
Excyclotropia (disorder),119.5
Pseudopapilledema (disorder),144.625
Basal cell papilloma clonal type (disorder),60.125
Conjunctival inclusion cyst (disorder),76.875
Uveal effusion syndrome (disorder),209.25
Marginal corneal infiltrate associated with blepharoconjunctivitis (disorder),159.25
"Peripheral pterygium, stationary (disorder)",77.75
Diabetic rubeosis (disorder),164.125
Penetrating injury by glass (disorder),119.75
Contact lens related sterile keratitis (disorder),105.125
Leukocoria (disorder),188.875
Superficial corneal vascularization (disorder),80.875
Adhesions of iris (disorder),120.125
Congenital anomaly of optic disc (disorder),108.75
Choroidal rupture (disorder),112.625
Basal cell carcinoma of medial canthus (disorder),113.125
Traumatic injury (disorder),99.28571428571429
Xanthoma of eyelid (disorder),68.57142857142857
New partial retinal detachment with giant tear defect (disorder),92.85714285714286
Glaucoma associated with lens disorder (disorder),131.85714285714286
Childhood Onset Uveitis,159.0
Skin lesion (disorder),93.0
Neoplasm of skin of eyelid (disorder),78.28571428571429
Iridodialysis (disorder),112.42857142857143
Photocoagulation burn to retina (disorder),127.85714285714286
Simple ectopia lentis (disorder),80.28571428571429
Herpes zoster acute retinal necrosis (disorder),159.14285714285714
Seborrheic blepharitis (disorder),103.57142857142857
Iritis in Behcet's syndrome (disorder),134.57142857142858
Hypoplasia of the optic nerve (disorder),193.0
Choroideremia (disorder),111.71428571428571
Terson's syndrome (disorder),124.14285714285714
Rheumatoid scleritis (disorder),194.0
Orbital lymphoma (disorder),181.28571428571428
Orbital myositis (disorder),214.57142857142858
Excess skin and muscle of eyelid (disorder),121.0
Traumatic dislocation of lens (disorder),116.42857142857143
Corneal lesion (disorder),86.14285714285714
Chorioretinal atrophy (disorder),130.85714285714286
Acquired melanocytic nevus (disorder),44.142857142857146
Keratoconjunctivitis (disorder),146.57142857142858
Vitelliform dystrophy (disorder),124.71428571428571
Transient refractive change (disorder),173.0
Graft-versus-host disease (disorder),174.85714285714286
Complication of implant (disorder),113.14285714285714
On examination - convergent squint (disorder),122.14285714285714
Acute atopic conjunctivitis (disorder),112.85714285714286
Iritis (disorder),191.71428571428572
Meningioma of orbit (disorder),99.71428571428571
Traumatic aniridia (disorder),120.14285714285714
Recent total retinal detachment (disorder),108.0
Cicatrical trichiasis (disorder),123.71428571428571
Traumatic corneal abrasion (disorder),98.71428571428571
Amyloid of vitreous (disorder),111.57142857142857
Degeneration of macula and posterior pole (disorder),141.14285714285714
Laser coagulation burn to retina (disorder),126.0
Corneal graft infection (disorder),133.28571428571428
Acquired anophthalmos (disorder),151.0
Tubulointerstitial nephritis with uveitis syndrome (disorder),159.28571428571428
Traumatic iris atrophy (disorder),116.28571428571429
Intraocular lens associated postoperative inflammation (disorder),118.28571428571429
On examination - eyebrow cyst present (disorder),105.57142857142857
Chorioretinitis (disorder),230.85714285714286
Nondiabetic proliferative retinopathy (disorder),137.71428571428572
Molluscum contagiosum blepharoconjunctivitis (disorder),76.57142857142857
Dysphotopsia (disorder),114.28571428571429
Proliferative diabetic retinopathy - non high risk (disorder),119.0
Rheumatoid melting disorder of cornea (disorder),109.71428571428571
Conjunctival vascular disorders and cysts (disorder),68.85714285714286
Steroid-induced glaucoma residual stage (disorder),115.71428571428571
Lens-induced uveitis (disorder),136.42857142857142
Round hole of retina without detachment (disorder),123.57142857142857
Herpes simplex corneal endotheliitis (disorder),138.28571428571428
Optic disc neovascularization (disorder),218.28571428571428
Disorder of anterior chamber of eye (disorder),97.57142857142857
Papilloma of caruncle (disorder),84.0
Double elevator palsy (disorder),82.57142857142857
Fungal endophthalmitis (disorder),204.0
Sorsby's fundus dystrophy (disorder),96.0
Corneoscleral laceration (disorder),118.0
Corneal abscess (disorder),98.14285714285714
Anterior chamber total hyphema (disorder),107.28571428571429
Anterior synechiae (disorder),142.28571428571428
Infective uveitis (disorder),217.42857142857142
Atopic dermatitis (disorder),184.5
Seborrheic keratosis of eyelid (disorder),96.66666666666667
Mechanical complication due to ocular lens prosthesis (disorder),123.83333333333333
Multiple skin tags of eyelids (disorder),65.16666666666667
Against-the-rule astigmatism (disorder),110.66666666666667
Chronic endophthalmitis (disorder),232.5
"Acquired blindness, one eye (disorder)",90.83333333333333
Chronic enlargement of lacrimal gland (disorder),146.66666666666666
Cotton wool spots (disorder),107.83333333333333
Manifest nystagmus (disorder),137.0
Intraocular lens intralenticular opacification (disorder),108.5
Congenital hereditary endothelial dystrophy (disorder),94.5
Calcified cataract (disorder),79.16666666666667
Congenital anomaly of anterior segment of eye (disorder),109.0
Peripheral retinal neovascularization (disorder),115.16666666666667
Rheumatoid arthritis (disorder),74.33333333333333
Proliferative diabetic retinopathy - high risk with clinically significant macular edema (disorder),139.5
Infantile nystagmus syndrome (disorder),123.66666666666667
Horner's syndrome pupil (disorder),170.5
Ophthalmic migraine (disorder),162.66666666666666
Progressive cone-rod dystrophy (disorder),110.83333333333333
Residual stage of open angle glaucoma (disorder),108.16666666666667
Near esotropia (disorder),120.5
Branch macular artery occlusion (disorder),103.16666666666667
Retained magnetic intraocular foreign body (disorder),113.0
Contact or allergic eyelid dermatitis (disorder),158.33333333333334
Pseudophakic retinal detachment (disorder),117.5
Hemangioma (disorder),159.66666666666666
Secluded pupil (disorder),164.5
Dystrophy of anterior cornea (disorder),106.0
Plateau iris syndrome (disorder),85.83333333333333
Nummular keratitis (disorder),130.33333333333334
Hypotony of eye due to ocular fistula (disorder),128.16666666666666
Capillary hemangioma of retina (disorder),150.5
glaucoma suspect,210.0
Marfan's syndrome (disorder),146.33333333333334
Persistent hyperplastic primary vitreous (disorder),131.0
Facial nerve motor disorder (disorder),102.0
Follicular conjunctivitis due to molluscum contagiosum (disorder),116.16666666666667
Disorder of vitreous cavity (disorder),129.66666666666666
Idiopathic orbital inflammation,187.33333333333334
Coloboma of eye (disorder),112.16666666666667
Graft complications (disorder),112.16666666666667
Uveitis-hyphema-glaucoma syndrome (disorder),136.16666666666666
Lymphoma of retina (disorder),279.8333333333333
Juvenile epithelial corneal dystrophy (disorder),162.5
Jaw-winking syndrome (disorder),93.66666666666667
Phakic corneal edema (disorder),101.33333333333333
Hypotony of eye associated with another ocular disorder (disorder),118.66666666666667
Bacterial endophthalmitis (disorder),168.0
Exudative retinopathy (disorder),120.33333333333333
Internal hordeolum (disorder),177.33333333333334
Abnormality of surgical wound (disorder),66.16666666666667
Corneal burn (disorder),130.0
Symblepharon to globe (disorder),171.83333333333334
Occluded pupil (disorder),160.83333333333334
Actinic keratosis of eyelid (disorder),74.33333333333333
Traumatic cyclodialysis (disorder),75.83333333333333
Disorder of choroid of eye (disorder),139.16666666666666
Color vision deficiency (disorder),130.0
Diabetes mellitus (disorder),124.5
Vitreous detachment (disorder),65.5
Incontinentia pigmenti syndrome (disorder),142.0
Marginal blepharitis (disorder),116.83333333333333
Squamous cell papilloma of eyelid (disorder),79.0
Retinal microaneurysm (disorder),96.66666666666667
Anterior proliferative vitreoretinopathy (disorder),100.83333333333333
Traumatic iritis (disorder),155.33333333333334
Orbital foreign body (disorder),116.16666666666667
Hypoplasia of optic disc (disorder),67.5
Pupillary disorder (disorder),128.5
Peripheral retina - white without pressure (disorder),89.16666666666667
Anterior chamber anomalies (disorder),89.33333333333333
Penetrating injury by unknown object (disorder),118.0
Traumatic iridodialysis (disorder),134.16666666666666
Abnormal granulation tissue (disorder),71.66666666666667
Pendular nystagmus (disorder),126.66666666666667
Staphylococcal blepharitis (disorder),105.16666666666667
Manifest alternating convergent squint (disorder),93.33333333333333
Herpes zoster (disorder),109.6
Congenital conjunctival cyst (disorder),63.2
Scleral staphyloma (disorder),101.4
Basal cell carcinoma - micronodular (disorder),104.0
Uveitis due to secondary syphilis (disorder),161.4
Divergent concomitant strabismus (disorder),108.4
Sclerokeratitis (disorder),137.4
Angle foreign body (disorder),110.6
Paralytic ectropion (disorder),74.8
Subconjunctival cyst (disorder),60.8
Occult neovascularization of macula (disorder),82.2
Spontaneous hyphema (disorder),219.2
Idiopathic optic disc swelling (disorder),229.8
Acquired nasolacrimal duct stenosis (disorder),114.0
Vitreous loss (disorder),132.2
Surgically induced astigmatism (disorder),111.6
Mucosa-associated lymphoid tissue (MALT) lymphoma of orbit (disorder),168.2
"Keratoconjunctivitis sicca, not specified as Sjogren's (disorder)",211.8
Corneal stromal wound (disorder),109.2
Corneal flap fold (disorder),100.8
Monocular exotropia with V pattern (disorder),139.2
Congenital anomaly of optic nerve (disorder),106.4
Traumatic optic nerve injury (disorder),197.6
Solar retinopathy (disorder),90.8
Punctate keratopathy after penetrating keratoplasty (disorder),99.2
Primary Congenital Glaucoma with neonatal or newborn onset (0-1 month) (disorder),152.0
Central retinal vein occlusion - juvenile with macular edema (disorder),94.2
Infiltrative optic neuropathy (disorder),197.4
Suture line inflamed (disorder),106.8
Primary esotropia (disorder),143.8
Dislocation of lacrimal gland (disorder),92.6
Simple microphthalmos (disorder),127.2
Syphilitic chorioretinitis (disorder),97.8
Epiphora due to excess lacrimation (disorder),107.8
Serous macular detachment (disorder),95.0
Cyst of iris (disorder),102.8
Disorder of accommodation (disorder),154.2
Glaucoma following surgery (disorder),119.4
Valsalva retinopathy (disorder),157.6
Coloboma of optic disc (disorder),173.4
Choroidal detachment (disorder),124.0
Peripheral retinal degeneration (disorder),121.8
Disorder of filtering bleb (disorder),135.8
Accommodative insufficiency (disorder),121.0
Eyelid and lacrimal drainage system laceration (disorder),90.8
Partial oculomotor nerve palsy (disorder),187.2
Acquired blindness (disorder),126.2
Injury of facial nerve (disorder),88.8
Bleb associated endopohthalmitis (disorder),147.0
Capsular bag distension syndrome (disorder),93.6
Cataract associated with infrared radiation (disorder),86.2
Abscess of periorbital region (disorder),57.0
Usher syndrome type 1 (disorder),138.8
Peripheral anterior synechiae (disorder),129.6
Pemphigoid (disorder),139.4
Cellulitis (disorder),71.8
Superficial keratitis (disorder),102.2
Corneal dystrophy unspecified (disorder),135.0
Extramacular choroidal neovascular membrane (disorder),114.6
Closed fracture of orbital floor (blow-out) (disorder),137.4
Glaucomatous atrophy of optic disc (disorder),68.2
Ischemic maculopathy (disorder),130.8
Horizontal nystagmus (disorder),118.4
Retinal defect (disorder),78.8
Descemetocele (disorder),94.4
Toxic optic neuropathy (disorder),115.8
Congenital axial myopia (disorder),110.0
Microcornea (disorder),145.4
Enophthalmos (disorder),152.2
Alternating exotropia with A pattern (disorder),106.6
Viral keratitis (disorder),156.8
Corneal dellen (disorder),148.0
Megalocornea (disorder),171.6
Retained nonmagnetic foreign body in anterior chamber (disorder),157.8
Intermittent alternating esotropia (disorder),78.2
Corneal deformity (disorder),107.0
Corneal deposit (disorder),77.4
Achromatopsia (disorder),77.8
Conjunctival wound (disorder),82.6
Acquired keratoglobus (disorder),91.6
Obstruction of lacrimal canaliculus (disorder),106.8
Herpes simplex iritis (disorder),180.4
Inactive central serous retinopathy with focal retinal pigment epithelial detachment (disorder),141.4
Secondary pigmentary retinal degeneration (disorder),101.4
Blebitis (disorder),179.8
Corneal wound burn (disorder),98.4
Cataract with neovascularization (disorder),167.2
Mechanical complication of prosthetic implant in orbit of eye (disorder),168.2
Chemosis of conjunctiva (disorder),117.6
Axenfeld-Rieger syndrome (disorder),183.2
Epidermoid cyst (disorder),75.2
New partial retinal detachment with multiple defects (disorder),76.4
Contact lens related disorder (disorder),97.8
Orbital varix (disorder),115.0
Cystic dermoid choristoma (disorder),170.0
Corneal incision leaking,103.0
Conjunctival degeneration (disorder),68.0
Pigmentary retinal dystrophy (disorder),142.0
Synchysis scintillans (disorder),104.0
Benign neoplasm of choroid (disorder),115.8
Full thickness eyelid laceration without lacrimal passage involvement (disorder),105.6
On examination - divergent squint (disorder),78.8
Degenerative disorder of macula (disorder),95.8
Congenital corneal opacity (disorder),104.0
Secondary angle-closure glaucoma with pupil block (disorder),141.6
Corneal endothelial allograft rejection (disorder),85.5
Geographic retinal dysplasia (disorder),114.0
Basal cell carcinoma - infiltrative (disorder),110.25
Local conjunctival adhesions (disorder),87.75
New partial retinal detachment with single defect (disorder),130.25
Retinal detachments and defects (disorder),76.25
Actinic keratosis (disorder),126.0
Silicone adverse reaction (disorder),151.5
Necrotizing scleritis (disorder),300.75
Retinal pigment deposits (disorder),88.25
Functional vision problem (disorder),260.25
Vitreo-retinal adhesions (disorder),115.5
Malignant neoplasm of eyelid (disorder),94.5
Laceration of eye region (disorder),121.0
Abducens nerve weakness (disorder),151.5
Pigmented skin lesion (disorder),84.0
Intraoperative floppy iris syndrome (disorder),145.5
Disorder of vitreous body (disorder),171.5
Episcleral nodule (disorder),174.25
Congenital nystagmus with sensory abnormality (disorder),128.0
Congenital blepharophimosis (disorder),118.75
Congenital sixth nerve palsy (disorder),220.25
Varicella (disorder),162.0
Infective corneal ulcer (disorder),122.75
After-cataract with vision obscured (disorder),134.25
Bull's eye macular dystrophy (disorder),125.75
Vogt-Koyanagi-Harada like syndrome (disorder),126.75
Contact lens related giant papillary conjunctivitis (disorder),123.5
Migration of implant or internal device (disorder),124.5
Loosening of total knee replacement (disorder),83.75
Hordeolum (disorder),101.75
Glaucoma associated with vascular disorder (disorder),102.0
On examination - cranial nerve 4 - palsy (disorder),133.0
Carcinoma of breast (disorder),82.75
Immune recovery uveitis (disorder),273.25
Capillary hemangioma of eyelid (disorder),135.0
Ectopic pupil (disorder),62.75
Peripheral ulcerative keratitis (disorder),161.25
Color blindness (disorder),220.0
Chemical keratitis (disorder),131.75
Failed filtering bleb (disorder),130.5
Glaucoma due to another disorder (disorder),105.25
Negative dysphotopsia (disorder),94.5
Ectopia lentis et pupillae (disorder),68.25
Exudative maculopathy associated with type II diabetes mellitus (disorder),144.0
Conjunctival telangiectasis (disorder),62.5
Macular exudate (disorder),90.75
Hypertension secondary to kidney transplant (disorder),159.0
Thickening of lens capsule in aphakia (disorder),81.5
Iritis in psoriatic arthritis (disorder),118.25
Corneal pannus (disorder),188.25
Retinal pigment epithelial detachment with tear of retinal pigment epithelium (disorder),98.5
Choroidal hemorrhage (disorder),106.0
Ingrowing eyelash (disorder),172.5
Posterior lid margin disease (disorder),108.25
Stimulus deprivation amblyopia (disorder),119.25
Primary Congenital Glaucoma with Late onset or late-recognized (>2 years) (disorder),137.0
Oculocutaneous melanocytic nevus (disorder),84.0
Basal cell papilloma hyperkeratotic type (disorder),74.25
